pmcid	pmcidTitle	table	column	description	geneSetSize	nOverlap	oddsRatio	pvalue	adjPvalue	geneSetHash
PMC10012538	Constructing a novel mitochondrial-related gene signature for evaluating the tumor immune microenvironment and predicting survival in stomach adenocarcinoma	12967_2023_4033_MOESM10_ESM.xlsx	Table_S7-Unnamed_1	validation cohorts, GSE66229 and GSE15459, were applied in the present study (https://www.ncbi.nlm.nih.gov/geo/). In GSE15459, **10**  Additional file 10: Tables S1–S14. Table S1. The list of mitochondrial-related genes. Table S2. The list of carcinoma associated fibroblast up signatures (n=24). Table S3. The list of carcinoma associated fibroblast down signatures (n=24). Table S4. The list of ECM and Collagen signatures (n=225). Table S5. The list of matrisome signatures (1026). Table S6. The primer sequences. Table S7. The list of all DEGs in tumor and normal groups (n=2381). Table S8. The list of protein-coding DEGs in tumor and normal groups (n=2145). Table S9. The list of mitochondrial-related DEGs (n=183). Table S10. GO terms in tumor and normal groups. Table S11. KEGG terms in tumor and normal groups. Table 12. The list of DEGs in high and low risk groups (n=298). Table S13. GO terms in high and low risk groups. Table S14. KEGG terms in high and low risk groups	2142	39	4.761326482951892	1.876422556092016e-18	2.2125154234684063e-14	1739ed2f-f169-5d3e-bbed-075025146d49
PMC11077862	Machine learning-based algorithm identifies key mitochondria-related genes in non-alcoholic steatohepatitis	12944_2024_2122_MOESM2_ESM.xlsx	Table_S7-All_DEGs_in_Tumor_and_Normal_Groups_n_2381		2142	39	4.759103641456583	1.9072790991005824e-18	2.2153331404575518e-14	91cee3c0-fb14-5e57-8015-25df76795be8
PMC10012538	Constructing a novel mitochondrial-related gene signature for evaluating the tumor immune microenvironment and predicting survival in stomach adenocarcinoma	12967_2023_4033_MOESM10_ESM.xlsx	Table_S7-All_DEGs_in_Tumor_and_Normal_Groups_n_2381	validation cohorts, GSE66229 and GSE15459, were applied in the present study (https://www.ncbi.nlm.nih.gov/geo/). In GSE15459, **10**  Additional file 10: Tables S1–S14. Table S1. The list of mitochondrial-related genes. Table S2. The list of carcinoma associated fibroblast up signatures (n=24). Table S3. The list of carcinoma associated fibroblast down signatures (n=24). Table S4. The list of ECM and Collagen signatures (n=225). Table S5. The list of matrisome signatures (1026). Table S6. The primer sequences. Table S7. The list of all DEGs in tumor and normal groups (n=2381). Table S8. The list of protein-coding DEGs in tumor and normal groups (n=2145). Table S9. The list of mitochondrial-related DEGs (n=183). Table S10. GO terms in tumor and normal groups. Table S11. KEGG terms in tumor and normal groups. Table 12. The list of DEGs in high and low risk groups (n=298). Table S13. GO terms in high and low risk groups. Table S14. KEGG terms in high and low risk groups	2142	39	4.759103641456583	1.9072790991005824e-18	2.2153331404575518e-14	91cee3c0-fb14-5e57-8015-25df76795be8
PMC12269975	Comprehensive transcriptomic analysis of hepatocellular Carcinoma: Uncovering shared and unique molecular signatures across diverse etiologies	mmc4.xlsx	GSE22058-Gene_Symbol		1886	37	5.1306264027749435	1.9530671560973365e-18	2.2351561130621893e-14	df1030e9-9013-5894-9a95-d12c49296180
PMC8771561	Single-cell RNA landscape of the osteoimmunology microenvironment in periodontitis	thnov12p1074s3.xlsx	Supplementary_Table_2_2-Supplementary_Table_2_2_All_marker_genes_of_cell_types_shown_in_Fig_2A	Supplementary table 2  Click here for additional data file	2297	40	4.563677265554174	2.364754831377473e-18	2.6670835957977104e-14	dc9abbe8-4406-521c-acaa-937dc110541d
PMC12116347	Construction of a stromal cell-related prognostic signature based on a 101-combination machine learning framework for predicting prognosis and immunotherapy response in triple-negative breast cancer	Table1.xlsx	Table_S7-Unnamed_7		843	27	8.371749247194087	2.4766631083293955e-18	2.7533948297836577e-14	abc82bc8-b968-52c1-8364-5dbebaa93bbc
PMC9812973	Human theca arises from ovarian stroma and is comprised of three discrete subtypes	42003_2022_4384_MOESM4_ESM.xlsx	AllCells-gene	taken from freshly resected adult ovaries. We purified cell populations from a total of **1**  Supplementary Data 1	1545	34	5.755878836189717	2.720262432104395e-18	2.981618350141017e-14	db5c082c-5123-50fe-9437-d79e8e274d0a
PMC8274021	Characterization of TGFβ-associated molecular features and drug responses in gastrointestinal adenocarcinoma	12876_2021_1869_MOESM2_ESM.xlsx	mRNA-Unnamed_2	molecular features across GIAD, a procedure was designed with analytic pipeline outlined in Fig. **2**  Additional file 2. Molecular characterization of TGF-beta in GIACs	2323	40	4.502749619028688	3.818857289887589e-18	4.1276278136803744e-14	f93d6875-89b8-5f44-867b-b7341952edab
PMC8876895	Construction and validation of a prognostic risk model of angiogenesis factors in skin cutaneous melanoma	aging-14-203895-s004.xlsx	Sheet1-Supplementary_Table_3_The_DEGs_list_of_melanoma_from_the_TCGA_dataset	Compared with the control, a total of 2152 DEGs (**Supplementary Table 3**)	1809	36	5.201683888251052	4.6061970838606876e-18	4.9104269364611575e-14	b759e68f-599c-582c-9829-db3e623f2230
PMC11723995	Integrated proteomics and scRNA-seq analyses of ovarian cancer reveal molecular subtype-associated cell landscapes and immunotherapy targets	41416_2024_2894_MOESM11_ESM.xlsx	S4A_OC_cluster_gene_features-gene		784	26	8.668367346938775	5.299041587997085e-18	5.5430275681950504e-14	b9b14000-321d-5619-803a-4fcb467420b0
PMC10754711	Integrative analysis of co-expression pattern of solute carrier transporters reveals molecular subtypes associated with tumor microenvironment hallmarks and clinical outcomes in colon cancer	mmc1.xlsx	Table_S5-Table_S5_Differentially_expressed_genes_in_SLC-S2_cluster	Multimedia component 1	2345	40	4.460488317143607	5.342059297425889e-18	5.5430275681950504e-14	2d0f9c74-8f2d-50d8-9edb-e6a7c3f548ac
PMC7717835	Mining of gene modules and identification of key genes in head and neck squamous cell carcinoma based on gene co-expression network analysis	medi-99-e22655-s006.xlsx	pagerank_score-id	Supplemental Digital Content	1702	35	5.3751242881677666	6.005024437997977e-18	6.086544437374715e-14	f60044fb-a7d6-563e-ae0f-d262c54a88f2
PMC10352595	Single‐cell landscape analysis reveals systematic senescence in mammalian Down syndrome	CTM2-13-e1310-s002.xlsx	Thyroid-Unnamed_7	Supporting Information  Click here for additional data file	1255	31	6.456512411890897	6.022293603668049e-18	6.086544437374715e-14	5cd42315-3982-5bc3-a298-943664a50913
PMC9382657	Optimization of cancer immunotherapy through pyroptosis: A pyroptosis-related signature predicts survival benefit and potential synergy for immunotherapy in glioma	Table_9.xlsx	WGCNA_Module_genes_TCGA-Supplementary_Table_9_WGCNA_module_genes_in_TCGA_cohort	a group of genes that could not be assigned to any module (Figure 9C, **Supplementary Table 9**)  Click here for additional data file	2495	41	4.295298288885464	6.107209142589119e-18	6.093233029358963e-14	1f81a4fc-2c31-5a34-9efc-76af7c0a0f08
PMC12104089	 RACGAP1 and MKI67 are potential prognostic biomarker in hepatocellular carcinoma caused by HBV/HCV via lactylation	DataSheet2.xlsx	Supplementary-S1-GSE_25097_Gene_symbol		1826	36	5.153256382172045	6.2359641327896584e-18	6.142937756454308e-14	808aebca-5649-5673-a66b-fd9003953a05
PMC7216484	A Gleason score-related outcome model for human prostate cancer: a comprehensive study based on weighted gene co-expression network analysis	12935_2020_1230_MOESM3_ESM.xlsx	diff-Gene_symbol	We identified 2245 DEGs (858 up-regulated and 1**3**)  Additional file 3: Table S3. Differentially expressed genes in TCGA-PRAD	2086	38	4.761560587063943	6.653530121513522e-18	6.472346179392057e-14	fa91ff39-3f34-5bc7-8b6b-c376d8442f14
PMC7380279	Identification of key genes of human bone marrow stromal cells adipogenesis at an early stage	peerj-08-9484-s003.tsv	node2	Protein–protein interaction data obtained from STRING database  Click here for additional data file	1260	31	6.43089133089133	6.742357128470199e-18	6.477782040410415e-14	13a7d91e-f39c-5385-9e20-73185210ca97
PMC9213768	DNA damage to β cells in culture recapitulates features of senescent β cells that accumulate in type 1 diabetes	mmc2.xlsx	Up-_and_Down-regulated_genes-Common_Down	Multimedia component 2	637	24	9.848085979954112	7.536293880140863e-18	7.152264563333928e-14	71ba4f78-8f29-5317-9c95-fe1d975a0c73
PMC9709214	Metabolism-associated molecular classification of gastric adenocarcinoma	DataSheet_2.xlsx	S9_boruta_DEGs-Table_S9_List_of_Boruta_selected_DEGs	1A , and the clinical characteristics of patients from different cohorts are listed in **Table S1**  Click here for additional data file	2233	39	4.565158978952082	8.119495405365766e-18	7.612907369743036e-14	e9754556-ffc9-5dc6-bd0d-63a397609033
PMC8971933	Angiogenesis-Related Gene Signature-Derived Risk Score for Glioblastoma: Prospects for Predicting Prognosis and Immune Heterogeneity in Glioblastoma	Table1.XLSX	NCBI-gene_result-Symbol	Click here for additional data file	1601	34	5.550953730841302	8.314326164839856e-18	7.702777781393867e-14	9d696748-5189-5e0e-9e71-22960973a2e6
PMC4815258	Global histone modification profiling reveals the epigenomic dynamics during malignant transformation in a four-stage breast cancer model	13148_2016_201_MOESM2_ESM.xls	Tab6_TCGA-breast-cancer-DEG-Table_6_DEGs_between_TCGA_breast_cancer_and_normal_tissues_3_folds		1273	31	6.380254391278013	8.43835841304294e-18	7.725714226360249e-14	a7b40299-d239-54f1-9979-8e2eef81f614
PMC9015666	Transcriptome-based drug repositioning identifies TPCA-1 as a potential selective inhibitor of esophagus squamous carcinoma cell viability	Supplementary_Data2.xlsx	Table_SI-TABLE_SI_The_differentially_expressed_genes_that_are_common_in_more_than_10_datasets_of_gene_expression_in_ESCC	cancer cell lines with a PCC >0.83 (determined by the inflection point presented in **Fig. S1B**)	976	28	7.4987389659520804	8.670224767257662e-18	7.788173905312886e-14	594ebd21-dd33-520c-a938-28c4a67d805b
PMC9273830	Deciphering the Intercellular Communication Between Immune Cells and Altered Vascular Smooth Muscle Cell Phenotypes in Aortic Aneurysm From Single-Cell Transcriptome Data	Data_Sheet_2.XLSX	Sheet1-TPSB2	unqualified cells and genes were filtrated. Top 2000 HVGs were calculated for clustering (see **Supplementary Data Sheet 2**)  Click here for additional data file	1845	36	5.100187617260788	8.715503713712464e-18	7.788173905312886e-14	2c33bad3-9422-5ab2-811f-5f28d666e869
PMC10291125	Integrative profiling analysis reveals prognostic significance, molecular characteristics, and tumor immunity of angiogenesis-related genes in soft tissue sarcoma	DataSheet_2.xlsx	S4-Table_S4_Summary_of_angiogenesis-related_genes	Omnibus (GEO, https://www.ncbi.nlm.nih.gov/geo/) database. The clinical information of the above patients is shown in **Tables S1-S3**  Click here for additional data file	1604	34	5.540571647803568	8.806811789383833e-18	7.788173905312886e-14	5c27c535-90b8-55e6-8305-0c3c3e4d58d3
PMC10756117	Machine learning algorithm integrates bulk and single-cell transcriptome sequencing to reveal immune-related personalized therapy prediction features for pancreatic cancer	aging-15-205293-s005.xlsx	Table_S4-Supplementary_Table_4_The_1612_IRG_signature	differential expression genes (DEGs), 1612 immune-related genes (IRGs) were identified for the following study (**Supplementary Table 4**)	1606	34	5.53367180764441	9.150614713903534e-18	8.001287224247684e-14	754334da-93fe-5ddc-a906-c26d8c1b8d82
PMC6109081	ESCC ATLAS: A population wide compendium of biomarkers for Esophageal Squamous Cell Carcinoma	41598_2018_30579_MOESM2_ESM.xlsx	Transcriptomics-GeneSymbolUsedByAuthor	among 95 total unique genes harboring one or more risk variants (Supplementary Dataset # **2**)  Dataset 2	2431	40	4.378301765236438	1.034077722879827e-17	8.941497723454718e-14	3f191ca8-e663-5888-85cc-b707090b36f1
PMC7982744	The Protective Effects of Shengmai Formula Against Myocardial Injury Induced by Ultrafine Particulate Matter Exposure and Myocardial Ischemia are Mediated by the PI3K/AKT/p38 MAPK/Nrf2 Pathway	table5.xlsx	Table_S5-Unnamed_2	Click here for additional data file	2391	40	4.372808287488337	1.0811517218418967e-17	9.245807551793314e-14	c49b9028-12ee-5adb-b4e3-f7b11986ab5b
PMC7985067	Identification and Analysis of Potential Key Genes Associated With Hepatocellular Carcinoma Based on Integrated Bioinformatics Methods	Table_1.XLSX	Cancer_-_Normal-Gene	List of differentially expressed genes in GSE121248  Click here for additional data file	987	28	7.422686846621938	1.129780133417116e-17	9.556650505730444e-14	677ae67e-4346-5204-9810-7ec85d8653bf
PMC10817385	Clinical significance and immune characteristics analysis of miR-221-3p and its key target genes related to epithelial-mesenchymal transition in breast cancer	aging-16-205370-s004.xlsx	Supplement_Table_3-Supplementary_Table_3_Differentially_expressed_genes_n_2401		2400	40	4.356410256410256	1.2351452248481893e-17	1.0335575711346598e-13	4d3b2e04-1e16-53ae-b0f3-aca84f046088
PMC8716554	Systems Immunology Analyses Following Porcine Respiratory and Reproductive Syndrome Virus Infection and Vaccination	Table_1.xlsx	pBTM-sscrofa_homolog_associated_gene_name	Click here for additional data file	2401	40	4.354595841476307	1.2535109722686931e-17	1.0336726144863421e-13	55f7a776-c485-50eb-8b9a-bfb94ea07606
PMC11789576	High‐Throughput Single‐Nucleus RNA Profiling of Minimal Puncture FFPE Samples Reveals Spatiotemporal Heterogeneity of Cancer	ADVS-12-2410713-s001.xls	Table_S9-Table_S9_Cluster-specific_differential_gene_list_identified_in_Patient_3_sample		1994	37	4.8501658822621705	1.2618479260384661e-17	1.0336726144863421e-13	21805d74-61cf-571c-b451-dc1608a362d8
PMC8921988	Upregulation of IGF2BP2 Promotes Oral Squamous Cell Carcinoma Progression That Is Related to Cell Proliferation, Metastasis and Tumor-Infiltrating Immune Cells	DataSheet_4.xlsx	GSE30784diffLab-Genes	and normal samples, we identified2,393 DEGs in TCGA-OSCC dataset and 2,217 DEGs in the GSE3078**4**  DEGs between OSCC and normal samples in the GSE30784 dataset  Click here for additional data file	2000	37	4.838034401816293	1.3707144866071611e-17	1.1111568481197832e-13	01cc4eb2-20cf-59ad-83cc-1e206c4ca782
PMC8343164	A single cell atlas of human cornea that defines its development, limbal progenitor cells and their interactions with the immune cells	mmc13.xlsx	13-14_PCW-gene	Multimedia component 13	1629	34	5.455541389243047	1.4159032623228616e-17	1.1359558322562739e-13	3efd7dfa-2b16-59e6-be62-a0fe796ea0a8
PMC11452211	Lack of SMARCB1 expression characterizes a subset of human and murine peripheral T-cell lymphomas	41467_2024_52826_MOESM4_ESM.xlsx	S3-Unnamed_84		1094	29	6.928842638166222	1.5582489002853285e-17	1.2374006815668847e-13	b78a762f-026f-53fc-89ba-02212233107b
PMC10749962	Single-cell RNA-seq analyses inform necroptosis-associated myeloid lineages influence the immune landscape of pancreas cancer	Table_1.xlsx	Table_S3-Table_S3_Prognosis_of_gene_expression_in_PDAC_using_the_TCGA-PAAD_cohorts	1A  from GSE155698 (24). Based on canonical cell markers mentioned in Methods ( **Table S1**)  Click here for additional data file	1757	35	5.206864848299111	1.635679092101994e-17	1.2857676814749023e-13	4995599a-1418-5322-a24d-6b01858280bf
PMC6525321	Perturbational Gene-Expression Signatures for Combinatorial Drug Discovery	mmc9.xlsx	BRCA-Gene_symbol	Bonferroni-corrected p < 0.05, |log2(fold change)| > 1, and log2(count per million) > 3) (**Table S8**)  Table S8. Differentially Expressed Genes across Eight TCGA Cancer Types, Related to Figure 7	1409	32	5.936343287656276	1.6635273523949995e-17	1.2945819385440745e-13	fdcf7050-3e06-539c-8258-350238805443
PMC5510182	Reversal of cancer gene expression correlates with drug efficacy and reveals therapeutic targets	ncomms16022-s3.xlsx	BRCA_sig_csv-symbol	Supplementary Data 2	1645	34	5.409054731026734	1.840531014007825e-17	1.4181473693723757e-13	58eece56-eb88-5ec9-9c87-aea2249560ca
PMC8828859	Lymphocyte infiltration and thyrocyte destruction are driven by stromal and immune cell components in Hashimoto’s thyroiditis	41467_2022_28120_MOESM4_ESM.xlsx	Cluster_marker-Supplementary_Data_1_Marker_genes_of_cell_clusters_and_subclusters_in_the_thyroid_tissues_of_HT_patients_Cluster_marker	generated cluster-specific marker genes by performing differential gene expression analysis using Monocle3 (Supplementary Data **1**)  Supplementary Data 1	742	25	8.806759278457392	1.8609135869467906e-17	1.4197949677115653e-13	49a7110e-a1e0-53d1-8b95-8522cd48e3d1
PMC8844187	Luteolin Potentially Treating Prostate Cancer and COVID-19 Analyzed by the Bioinformatics Approach: Clinical Findings and Drug Targets	Table_2.xlsx	prostate-DLX1	Click here for additional data file	2446	40	4.274482671866155	2.4177082428735656e-17	1.8179582092451697e-13	139f9f84-dda7-5b2f-9ba6-864de9d883ed
