Feature,Importance
CDK19,8.159536862186588e-11
RBL1,8.148959669645393e-11
VAV2,8.144566491888182e-11
CHST8,8.074075900579551e-11
SMOX,8.035483942103383e-11
LINC00507,8.012993130675281e-11
ZNF442,7.972742378522463e-11
SGPP2,7.956252438409722e-11
DPAGT1,7.947103705403545e-11
CYP2J2,7.947071155929462e-11
LINC01670,7.929022413999614e-11
ZNF527,7.877430122828267e-11
ZNF850,7.864180943469515e-11
UAP1L1,7.853970929494371e-11
GAPDH,7.851112566826939e-11
MAPKAPK3,7.819925087716493e-11
SLC25A32,7.766898580974634e-11
CYP4F2,7.762889019408373e-11
LINC01273,7.751708759816239e-11
LINC01610,7.727391187318285e-11
TAF2,7.721938208645287e-11
RANBP3-DT,7.688334486676033e-11
AUH,7.663798547893297e-11
COL9A3,7.657915700198064e-11
HIC1,7.652137005617923e-11
SLC44A5,7.564318415294721e-11
THEM5,7.557592465487442e-11
BTRC,7.552882137868996e-11
DGCR5,7.500600954274604e-11
YES1,7.497176562158449e-11
SLC13A3,7.494223931493406e-11
TUBB,7.477480573722616e-11
ZNF875,7.474414483586356e-11
MLYCD,7.466677620346923e-11
MIR600HG,7.440732294682021e-11
INSYN1-AS1,7.409391334262464e-11
AGRN,7.396413580269181e-11
ZNF234,7.372019563181209e-11
ZNF703,7.346114341586556e-11
GTF3C1,7.335934464103382e-11
GPC2,7.307898555377299e-11
DYRK2,7.302510360850536e-11
RYR3,7.233707159598432e-11
IRS1,7.207220673153107e-11
ZNF764,7.20172457263852e-11
ALG1,7.181050015375583e-11
AZIN2,7.178253267494952e-11
UGCG,7.170378785500105e-11
ZNF521,7.166431951408792e-11
LINC01607,7.1336903330434e-11
NR1D2,7.109131177385326e-11
SLC16A1-AS1,7.104686434863277e-11
CPAMD8,7.100579800939301e-11
PMM1,7.066810665899665e-11
MCEE,7.055554255232398e-11
MIR210HG,7.043406910553889e-11
ZNF696,7.042009603874231e-11
SLC7A11,7.037172610791424e-11
NQO1,7.036934237376242e-11
ZNF664,7.018261319968218e-11
GATA6-AS1,7.009235492134003e-11
MAN2B1,6.98889692641039e-11
LY96,6.980645037970293e-11
DUSP8,6.973813597139704e-11
LPCAT2,6.90505929930572e-11
BSG-AS1,6.875911846132279e-11
ZNF589,6.871910317107794e-11
C2CD4D-AS1,6.867268520265939e-11
ZNF71,6.847562949693743e-11
ZNF860,6.844870768155367e-11
LINC02413,6.815379416128228e-11
CNDP2,6.811988265109949e-11
C9orf163,6.761315894663035e-11
ZFP28,6.714598854503068e-11
ZFP2,6.711766301150281e-11
UHRF2,6.694899020818289e-11
SNRPA1-DT,6.638155234113787e-11
CBR4,6.621137491689965e-11
EED,6.602399864056867e-11
SLC26A1,6.597529403779989e-11
COLCA1,6.574467586736894e-11
ZNF251,6.555249691725583e-11
LINC01614,6.538508065221689e-11
HAND2-AS1,6.489407054870055e-11
ZNF215,6.44333402271694e-11
ZNF154,6.437452411737722e-11
JUN,6.435276156576332e-11
